product_child_option_id,product_parent_option_id,product_id,option_name,option_price
126,35,12,"화이트 머스크 (+4,000원)",100
127,35,12,"코튼 블로썸 (+4,000원)",200
128,35,12,"베이비 파우더 (+4,000원)",200
129,35,12,"유칼립투스 & 스피어민트 (+4,000원)",600
130,35,12,"프렌치 라벤더 (+4,000원)",200
131,35,12,"시트러스 버베나 (+4,000원)",300
132,35,12,"헤스페리데스 자몽 (+4,000원)",600
133,36,12,데일리 4종크림 체험키트,400
134,37,13,없음,300
135,37,13,"푸른빛아줄렌진정에센스수분앰플10ml (+4,700원)",400
136,37,13,"퍼스트올인원광채앰플10ml (+5,300원)",0
137,38,13,없음,800
138,38,13,"울트라만능보습크림15g (+4,500원)",900
139,38,13,"카밍시카진정세럼15g (+4,900원)",800
140,39,13,없음,100
141,39,13,"카밍시카진정미스트15ml (+1,500원)",400
142,39,13,"티엔앰플부스터15ml (+2,000원)",800
143,40,14,블랙,200
144,40,14,화이트,100
145,41,14,~11인치(280x200mm),400
146,41,14,13인치(355x250mm),600
147,41,14,14인치(375x265mm),400
148,41,14,15~16인치(410x280mm),0
149,41,14,S (55-66사이즈),600
150,41,14,M (77-88이상 사이즈),100
151,43,15,"블라우스 (+40,000원)",700
152,43,15,"스커트 (+50,000원)",0
153,43,15,"둘다 (+90,000원)",900
154,43,15,추가안함,800
155,44,15,후기작성하고 헤어스크런치받기,100
156,44,15,패스할게요,100
157,45,15,7호,900
158,45,15,8호,900
159,45,15,9호,500
160,45,15,10호,900
161,45,15,11호,300
162,45,15,12호,300
163,45,15,13호,100
164,45,15,14호,0
165,45,15,15호,0
166,45,15,16호,400
167,45,15,17호,600
168,45,15,18호,700
169,45,15,19호,100
170,45,15,20호,200
171,45,15,21호,300
172,45,15,22호,0
173,45,15,23호,300
174,45,15,24호,600
175,45,15,25호,900
176,45,15,26호,0
177,45,15,27호,900
178,45,15,28호,200
179,45,15,29호,100
180,46,16,A. 기본구성(상품+기본이니셜),100
181,46,16,B.추가(이니셜 작업 원해요) (+500원),400
182,47,16,기본 포장,600
183,47,16,파우치 선물 포장 (+500원),600
184,48,16,Black(블랙),0
185,48,16,Grey(그레이),700
186,48,16,RoseBud(로즈버드),900
187,48,16,RedPocket(레드포켓),700
188,48,16,Cream(크림),100
189,48,16,Brown(브라운),800
190,48,16,DarkGreen(다크그린),500
191,48,16,Blue(블루),200
192,48,16,BabyBlue(베이비블루),200
193,48,16,Lavender(라벤더),400
194,49,17,스트랩 없이 괜찮아요.,600
195,49,17,"Strap1 (+21,100원)",900
196,49,17,"Strap2 (+21,100원)",0
197,50,17,Gold(골드),800
198,50,17,Silver(실버),800
199,50,17,DarkSilver(다크실버),600
200,50,17,Bronze(브론즈),300
201,51,17,각인 없이 해주세요.,600
202,51,17,NoColor(무색),400
203,51,17,Gold(골드),600
204,51,17,Silver(실버),900
205,51,17,DarkSilver(다크실버),800
206,51,17,AntiqueCopper(앤틱코퍼),200
207,52,18,선택 가죽이랑 비슷하게 해주세요.,700
208,52,18,MS001(블랙),0
209,52,18,MS035(그레이),500
210,52,18,MS041(라이트그레이),900
211,52,18,MS007(화이트),300
212,52,18,MS002(다크브라운),900
213,52,18,MS005(카키),600
214,52,18,MS008(보르도),800
215,52,18,MS009(레드),0
216,52,18,2124(라이트핑크),400
217,52,18,MS013(로즈핑크),300
218,52,18,MS014(텐져린),0
219,52,18,MS016(메디안옐로우),100
220,52,18,MS026(다크그린),300
221,52,18,MS025(피콕그린),700
222,52,18,MS028(연두),400
223,52,18,MS019(네이비블루),200
224,52,18,MS021(다이아몬드블루),400
225,52,18,4535(라이트블루),800
226,52,18,MS042(베이비블루),900
227,52,18,MS102(퍼플),800
228,52,18,MS033(라벤더),200
229,53,18,AirMail(7-14일) 일시 무료,100
230,53,18,"Fedex(4-5일) (+30,000원)",900
231,54,18,기본포장(박스x),400
232,54,18,"선물박스포장 (+6,000원)",600
233,55,19,개인통관부호/유효전화번호를 남겨주세요,100
234,56,19,개인정보(주소/연락처) 국외의전 동의,100
235,57,19,그레이,200
236,57,19,블랙,800
237,57,19,네이비,800
238,57,19,버건디(일시품절),100
239,57,19,"기타요청/메세지로 문의주세요! (+1,000원)",200
240,57,19,오렌지,900
241,58,20,그레이,800
242,58,20,블랙,800
243,58,20,네이비,400
244,58,20,연핑크,800
245,58,20,레드,100
246,58,20,옐로우,600
247,58,20,블루,800
248,58,20,버건디,800
249,58,20,오렌지,800
250,58,20,브라운,400
251,58,20,기타 (+700원),200
252,59,20,해당없음,800
253,59,20,"2개구매 (+19,000원)",900
254,60,20,기본 <여유 25mm>,300
255,60,20,짧게 <여유 15mm>,800
256,61,21,"☆<주말,공휴일제외>주문후 10일소요",800
257,62,21,느릅(밝은색),700
258,62,21,월넛(어두운색),700
259,63,21,S,0
260,63,21,SM,700
261,63,21,M,300
262,63,21,ML,200
263,63,21,L,700
264,63,21,LL,500
265,63,21,XL,300
266,64,22,요청사항에 꼭 적어주세요,100
267,65,22,친환경쌀귀리 볶음분말,500
268,66,22,순한맛,700
269,66,22,중간맛,100
270,66,22,매운맛,600
271,67,23,Honey,400
272,67,23,Sapphire Blue,200
273,67,23,Black,100
274,67,23,Olive Green,800
275,67,23,Wine Red,500
276,68,23,컬러를 신중히 선택했습니다.,300
277,69,23,해외 상품 고지사항을 확인했습니다,500
278,70,24,개인통관고유부호를 요청으로 남겨주세요,500
279,71,24,개인정보(주소/연락처) 국외의전 동의,100
280,72,24,1. 라일락정원,500
281,72,24,2. 샤르망,300
282,72,24,3. 라라랜드,200
283,72,24,4.어바웃타임,200
284,72,24,5. 미 비포 유,700
285,72,24,6. 미드나잇 인 파리,0
286,73,25,기본포장,0
287,73,25,"선물포장 (+2,000원)",900
288,74,25,3M양면스티커,100
289,74,25,"쫀득 투명 젤 패드 (+1,000원)",400
290,75,25,핑크,700
291,75,25,민트,200
292,75,25,옐로우,900
293,76,26,블랙,800
294,76,26,베이지,600
295,76,26,진네이비,400
296,77,26,추가안함,600
297,77,26,"추가함 (+2,000원)",600
298,78,26,버건디,200
299,78,26,네이비,300
300,79,27,추가안함,900
301,79,27,"추가함 (+3,000원)",900
302,80,27,핑크,400
303,80,27,보라,600
304,80,27,파랑,900
305,80,27,노랑,600
306,80,27,초록,900
307,81,27,무향,400
308,81,27,클린소프트코튼,700
309,81,27,라벤더,800
310,81,27,화이트머스크,200
311,81,27,프렌치로즈,600
312,81,27,로얄애프리콧,700
313,82,28,"섬유유연제 리필 1000ml (+15,600원)",700
314,82,28,"섬유유연제 본품 1000ml (+19,000원)",0
315,82,28,"세탁세제 본품 1000ml (+19,000원)",600
316,82,28,선택 안함,800
317,83,28,ABC 주스 3병,600
318,83,28,"ABC 주스 7병 (+20,000원)",500
319,84,28,Black(블랙),400
320,84,28,Green(그린),500
321,85,29,"배송: Thai Post, 2주",500
322,85,29,"배송: DHL, 3-5일 (+22,000원)",300
323,86,29,해외 작품 고지사항을 확인했습니다,800
324,87,29,개인통관고유번호를 요청으로 남겨주세요,300
325,88,30,유효 전화번호를 요청으로 남겨주세요,800
326,89,30,개인정보(주소/연락처) 국외의전 동의,300
327,90,30,6mm,700
328,90,30,8mm,200
329,90,30,10mm,700
330,91,31,팔찌S,400
331,91,31,팔찌M,500
332,91,31,팔찌L,800
333,91,31,발찌S,900
334,91,31,발찌M,200
335,91,31,발찌L,700
336,92,31,"10개박스 (-7,000원)",200
337,92,31,20개박스,800
338,92,31,"30개박스 (+6,000원)",0
339,93,31,하드케이스,400
340,93,31,"범퍼케이스 (+2,000원)",200
341,93,31,"카드슬라이드케이스 (+2,000원)",400
342,93,31,"투명젤리케이스 (-1,000원)",300
343,94,32,케이스단품,600
344,94,32,"톡세트(원형,일반) (+6,000원)",200
345,94,32,"톡세트(원형,차량) (+6,500원)",500
346,94,32,"톡세트(하트,일반) (+6,500원)",500
347,95,32,솜사탕,0
348,95,32,롤리팝,900
349,96,32,01. 웨딩데이,600
350,96,32,02. 쁘띠에마망,800
351,96,32,03. 레드프룻,300
352,96,32,04. 헤스페리데스,600
353,96,32,05. 스프링플라워,900
354,96,32,06. 가든스윗피,500
355,96,32,07. 화이트자스민민트,500
356,97,33,"편육슬라이스,무말랭이50g,초장1개",800
357,97,33,"편육슬라이스,무말랭이200g,초장3개 (+2,400원)",700
358,97,33,통 편육+무말랭이50g+초장1개,400
359,97,33,"통 편육+무말랭이200g+초장3개 (+2,400원)",200
360,98,33,빨강,500
361,98,33,주황,400
362,98,33,노랑,600
363,98,33,초록,200
364,98,33,파랑,300
365,98,33,보라,600
366,98,33,연핑크,100
367,99,33,XS,900
368,99,33,S,400
369,99,33,SM,800
370,99,33,M,300
371,99,33,ML,300
372,99,33,L,700
373,99,33,XL,700
374,99,33,"2XL (+3,000원)",100
375,99,33,"3XL (+6,000원)",800
376,99,33,"4XL (+9,000원)",400
377,100,34,흰색,100
378,100,34,노랑,300
379,100,34,연두,700
380,101,34,노랑동그라미,400
381,101,34,핑크동그라미,500
382,101,34,연두동그라미,200
383,101,34,하늘동그라미,200
384,101,34,나뭇잎,900
385,101,34,꽃과나뭇잎,100
386,102,34,블루,800
387,102,34,퍼플,900
388,102,34,핑크,800
389,102,34,"세트 (블루/퍼플/핑크) (+7,000원)",100
390,103,35,바이올렛,200
391,103,35,화이트,300
392,104,35,북마크(책갈피) (+600원),700
393,104,35,n고리,400
394,104,35,O링 ( 품절입니다. 4월 재입고),0
395,105,35,투명,900
396,105,35,브라운,900
397,105,35,멀티(무지개빛메인화면칼라),200
398,105,35,블랙,400
399,106,36,추가안함,700
400,106,36,"아이폰6 플러스 (+5,000원)",400
401,106,36,"아이폰7/아이폰8/SE2 (+5,000원)",0
402,106,36,"아이폰7플러스/아이폰8플러스 (+5,000원)",200
403,106,36,"아이폰 X/ 아이폰 XS (+5,000원)",800
404,106,36,"아이폰 XR (+5,000원)",500
405,106,36,"아이폰 XS 맥스 (+5,000원)",300
406,106,36,"아이폰11 (+5,000원)",800
407,106,36,"아이폰11pro (+5,000원)",700
408,106,36,"아이폰11프로맥스 (+5,000원)",100
409,106,36,"아이폰12 미니 (+5,000원)",500
410,106,36,"아이폰12/12프로 (+5,000원)",100
411,106,36,아이폰12 프로 맥스,100
412,106,36,"갤럭시 노트8 (+5,000원)",200
413,106,36,"갤럭시 노트9 (+5,000원)",500
414,106,36,"갤럭시 노트 10 (+5,000원)",300
415,106,36,"갤럭시 노트 10+ (+5,000원)",500
416,106,36,"갤럭시 노트20 (+5,000원)",900
417,106,36,"갤럭시 노트20 울트라 (+5,000원)",700
418,106,36,"갤럭시 S8 (+5,000원)",900
419,106,36,"갤럭시 S8 플러스 (+5,000원)",200
420,106,36,"갤릭시 S9 (+5,000원)",200
421,106,36,"갤럭시 S9+ (+5,000원)",600
422,106,36,"갤럭시 S10E(라이트) (+5,000원)",200
423,106,36,"갤럭시 S10 (+5,000원)",700
424,106,36,"갤럭시 S10+ (+5,000원)",300
425,106,36,"갤럭시 S10 5G (+5,000원)",500
426,106,36,"갤럭시 S20 (+5,000원)",800
427,106,36,"갤럭시 S20+ (+5,000원)",600
428,106,36,"갤럭시 S20울트라 (+5,000원)",800
429,106,36,"갤럭시 S21 (+5,000원)",300
430,106,36,"갤럭시 S21 플러스 (+5,000원)",800
431,106,36,"갤럭시 S21 울트라 (+5,000원)",400
432,106,36,"갤럭시 A71 5G(2020) (+5,000원)",800
433,106,36,갤럭시 A90 5G,300
434,106,36,"Z플립/z플립2(부착고리추가구매필수) (+7,900원)",800
435,106,36,"LG 벨벳 (+5,000원)",300
436,107,36,골드,200
437,107,36,실버,200
438,108,36,110cm(키작녀추천드려요),800
439,108,36,"120cm(넉넉하게 착용해요) (+2,000원)",100
440,108,36,"32cm(손목용) (-5,000원)",200
441,108,36,"125cm(165cm 이상 추천드려요 (+3,000원)",600
442,109,37,추가없음,900
443,109,37,"부착고리-원형골드(2개) (+3,000원)",100
444,109,37,"부착고리-원형실버(2개) (+3,000원)",500
445,109,37,"부착고리-하트골드(2개) (+3,000원)",300
446,109,37,"부착고리-하트실버(2개) (+3,000원)",600
447,110,37,숏 오벌,400
448,110,37,미듐 오벌,800
449,110,37,숏 스퀘어,400
450,110,37,미듐 스퀘어,400
451,110,37,"발레리나 (+1,000원)",300
452,110,37,"스틸레토 (+1,000원)",700
453,111,37,사이즈표보고 요청란에 기재해주세요,0
454,112,38,변경요청 (메세지주세용!),0
455,112,38,사진 그대로 제작,700
456,113,38,"네일 양면테이프(24P) (+1,000원)",0
457,113,38,"네일 글루 (+1,000원)",200
458,113,38,"전용 아세톤 리무버(10ml) (+1,000원)",400
459,113,38,추가✖️,100
460,114,38,"샘플팁 미리 받아보기 (+3,500원)",200
461,114,38,샘플팁✖️,400
462,115,39,"-1000원 할인 (-1,000원)",400
463,115,39,"3,000원 할인쿠폰",300
464,115,39,선택✖️,0
465,116,39,2년 발효숙성 매실액 1000ml,200
466,117,39,"매실액 전용 선물포장박스 (+1,500원)",600
467,117,39,선물포장 없음,600
468,118,40,"이니셜 (+10,000원)",600
469,118,40,추가없음,300
470,119,40,클리어(투명),700
471,119,40,그레이,100
472,119,40,퍼플,700
473,120,40,잠자는냥,900
474,120,40,똘망냥,500
475,121,41,분홍색,0
476,121,41,노랑색,900
477,121,41,파랑색,500
478,122,41,일반OPP봉투(종이띠로고),0
479,122,41,"고급스런 보자기 포장 (+1,000원)",300
480,123,41,정사각비율-90x90cm,500
481,123,41,"정사각비율-120x120cm (+4,000원)",300
482,123,41,"정사각비율-150x150cm (+9,000원)",400
483,124,42,작약,900
484,124,42,나뭇잎,600
485,125,42,추가없음,500
486,125,42,"아일렛추가(상단양쪽끝 두군데) (+2,500원)",0
487,125,42,"아일렛추가(사방모서리 네군데) (+2,500원)",0
488,125,42,"사방모서리아일렛+큐방(뾱뾱이)4개 (+4,000원)",800
489,125,42,"사방모서리아일렛+큐방(뾱뾱이)8개 (+5,000원)",600
490,125,42,"사방모서리아일렛+3m로프(끈)4개 (+4,000원)",800
491,125,42,"사방모서리아일렛+3m로프(끈)8개 (+5,000원)",500
492,126,42,변경없음(글귀만),100
493,126,42,"사진형으로변경 (+7,900원)",500
494,127,43,무도색,400
495,127,43,"도색 (+3,000원)",800
496,128,43,500ml,400
497,129,43,1인,400
498,129,43,2인,100
499,129,43,"3인 (+2,000원)",600
500,129,43,"4인 (+4,000원)",0
501,130,44,없음,0
502,130,44,"1개 (+1,000원)",300
503,130,44,"2개 (+2,000원)",400
504,131,44,안함,900
505,131,44,"추가 (문구는 메시지로 보내주세요!) (+1,000원)",400
506,132,44,안함,600
507,132,44,"추가 (+2,000원)",500
508,133,45,그린,100
509,133,45,블루,600
510,133,45,브라운,800
511,134,45,일체형,100
512,134,45,"탈부착형 (+1,000원)",100
513,135,45,블랙,800
514,135,45,네이비,800
515,135,45,브라운,0
516,135,45,레드,0
517,136,46,블랙,600
518,136,46,다크브라운,0
519,136,46,스타블랙,200
520,136,46,스타블루,800
521,136,46,그레이,200
522,136,46,실버,500
523,136,46,새싹연두,900
524,136,46,벚꽃핑크,200
525,137,46,선택안함,900
526,137,46,쇼핑백(소) 1~2개 선물시 (+500원),300
527,137,46,쇼핑백(중) 3~6개 선물시 (+500원),900
528,138,46,보기에서 쿠폰 20장을 선택 후,800
529,138,46,쿠폰 번호를 요청사항에 적어주세요,100
530,138,46,케이스 문구도 요청사항에 적기!,400
531,138,46,꼭 양식에 맞춰서 적기!,900
532,138,46,❗️주문제작상품으로 취소 불가❗️,400
533,138,46,신중한 구입 부탁드립니다,700
534,138,46,요청사항 미기입시 발송 지연될수 있음,700
535,138,46,요청사항에 오타가 없는지 꼭 확인바람,0
536,138,46,택배상자엔 ‘디자인문구’로 표기됩니다,900
537,139,47,화이트,800
538,139,47,카카오 (+800원),500
539,140,47,추가안함(20장만 선택),600
540,140,47,"5장 추가 (25장 선택) (+1,000원)",300
541,140,47,"10장 추가 (30장 선택) (+2,000원)",500
542,140,47,"15장 추가 (35장 선택) (+3,000원)",600
543,140,47,"20장 추가 (40장 선택) (+3,500원)",600
544,141,47,16일(화) 오후부터 순차 발송,800
545,142,48,"각인 (+2,000원)",500
546,142,48,각인x,500
547,143,48,"선물포장 (+1,000원)",500
548,143,48,기본포장,200
549,144,48,차콜스트라이프,0
550,144,48,핑크체크,600
551,144,48,그린체크,700
552,144,48,블루브라운체크,300
553,144,48,"린넨오트밀 (+2,000원)",700
554,145,49,로즈문,400
555,145,49,오디너리,400
556,145,49,썸잇,600
557,146,49,로즈문,900
558,146,49,오디너리,300
559,146,49,썸잇,100
560,147,49,로즈문,600
561,147,49,오디너리,800
562,147,49,썸잇,900
563,148,50,"있음 (+3,000원)",900
564,148,50,없음,500
565,149,50,누디핑크,600
566,149,50,딥그린,0
567,149,50,레드,700
568,149,50,블랙,700
569,150,50,"추가함(*각인안내 필독!) (+1,000원)",100
570,150,50,추가안함,700
571,151,51,결명자차 티백*1파우치,0
572,151,51,"결명자차 티백*3파우치(5%할인) (+9,000원)",0
573,151,51,"결명자차 티백*5파우치(10%할인) (+17,200원)",500
574,152,51,없음,800
575,152,51,"노니차 티백*1파우치 (+4,900원)",400
576,152,51,"레몬밤 티백*1파우치 (+5,800원)",300
577,152,51,"허니부쉬 티백*1파우치 (+5,900원)",800
578,152,51,"핑거루트 티백*1파우치 (+4,900원)",600
579,152,51,"헛개열매 티백*1파우치 (+5,200원)",600
580,152,51,"타히보 티백*1파우치 (+6,500원)",600
581,152,51,"산미나리 티백*1파우치 (+4,800원)",700
582,152,51,"차가버섯 티백*1파우치 (+5,900원)",800
583,152,51,"히비스커스 티백*1파우치 (+5,500원)",800
584,152,51,"캐모마일 티백*1파우치 (+5,900원)",0
585,152,51,"전통차6종선물세트*1세트 (+19,800원)",900
586,152,51,"전통차6종선물세트*3세트(5%할인) (+56,430원)",100
587,152,51,"전통차6종선물세트*5세트(10%할인) (+89,100원)",300
588,153,51,3월15일(월) 발송됩니다,500
589,154,52,꽃밭에서,700
590,154,52,뭉게구름,400
591,155,52,금색 이니셜 (+500원),800
592,155,52,은색 이니셜 (+500원),400
593,155,52,이니셜 없이 심플한 기본이 좋아요!,100
594,156,52,주문 전 요청사항에 남겨주세용,900
595,156,52,이니셜 선택 안함,400
596,157,53,왼쪽,300
597,157,53,오른쪽,900
598,157,53,중앙,600
599,157,53,중앙 아랫쪽,400
600,157,53,이니셜 선택 안함,500
601,158,53,선물 포장 해주세요! (+800원),0
602,158,53,선택 안함,500
603,159,53,1. 15~20센티,0
604,159,53,"2. 20~30센티 (+1,500원)",100
605,160,54,1. 기본글자 (1 ~ 4글자),200
606,160,54,"2. 5글자 ~ 10글자 (+1,000원)",400
607,160,54,"3. 11글자 ~ 20글자 (+2,500원)",600
608,161,54,1.따옴체,800
609,161,54,2. 한강체,0
610,161,54,3. 놀자체,300
611,161,54,5. 빙그레체,200
612,161,54,6. 돋움체,200
613,161,54,"7. 붓글씨 (+1,000원)",0
614,162,54,일반 침(무니켈or은침),700
615,162,54,"크리스탈 컬러 귀찌(4mm 큐빅) (+1,300원)",400
616,163,55,1. 그린/무니켈 침(상담필수) (+600원),100
617,163,55,"2. 라이트 퍼플 /은침 (+1,000원)",0
618,163,55,3. 레드 / 무니켈 침,800
619,163,55,4. 로즈 오팔 / 무니켈 침,0
620,164,55,안함,800
621,164,55,"아이스크림 포장 (컬러 랜덤) (+1,200원)",300
622,164,55,"파스텔 정사각 포장 (컬러 랜덤) (+1,200원)",300
623,165,55,225mm,300
624,165,55,230mm,800
625,165,55,235mm,400
626,165,55,240mm,100
627,165,55,245mm,100
628,165,55,250mm,900
629,165,55,S,400
630,165,55,"M (+13,000원)",300
631,165,55,"L (+30,000원)",400
632,165,55,"XL (+52,000원)",500
633,167,56,없음,0
634,167,56,개별 접시박스 (+700원),300
635,168,56,1color,700
636,169,57,숏발레리나,600
637,169,57,롱발레리나,600
638,169,57,숏라운드스퀘어,800
639,169,57,롱라운드스퀘어,800
640,169,57,숏C커브코핀,900
641,169,57,숏일자형코핀,200
642,169,57,롱코핀,600
643,169,57,숏스틸레토,400
644,169,57,롱스틸레토,300
645,169,57,숏라운드,0
646,169,57,롱라운드,500
647,169,57,숏오발,300
648,169,57,롱오발,200
649,169,57,숏아몬드,400
650,169,57,롱아몬드,500
651,170,57,요청사항/배송 메시지에 기재할게요.,400
652,171,57,선택 안함,900
653,171,57,네일 양면 테이프(양손) (+500원),500
654,171,57,"네일 글루(1P) (+1,000원)",0
655,172,58,선택 안함,700
656,172,58,"알콜 솜(4P) (+1,000원)",0
657,173,58,선택 안함,700
658,173,58,"큐티클 오일(1P) (+1,000원)",700
659,174,58,선택 안함,500
660,174,58,"네일 화일(1P) (+1,000원)",100
661,175,59,장미,800
662,175,59,민트,100
663,175,59,잔대,900
664,175,59,분홍안개,400
665,176,59,기본1개,400
666,176,59,개별포장(2개 이상 구매시),200
667,177,59,S사이즈,200
668,177,59,"M 사이즈 (+1,000원)",800
669,177,59,"L 사이즈 (+2,000원)",200
670,178,60,빨강,600
671,178,60,분홍,200
672,178,60,노랑,300
673,178,60,민트,0
674,178,60,파랑,700
675,178,60,베이지,800
676,179,60,4종의 원두,600
677,179,60,콜롬비아 수프리모,700
678,179,60,에티오피아 예가체프,400
679,179,60,과테말라 안티구아,100
680,179,60,브라질 산토스,500
681,180,60,14cm,300
682,180,60,14.5cm,600
683,180,60,15cm,600
684,180,60,15.5cm,600
685,180,60,16cm,800
686,180,60,16.5cm,400
687,180,60,17cm,0
688,180,60,17.5cm,600
689,180,60,18cm,200
690,180,60,18.5cm,0
691,180,60,19cm,700
692,180,60,19.5cm,100
693,180,60,"20cm이상(메모남겨주세요) (+3,000원)",900
694,180,60,"12.5+3cm : 유아체인 (+3,000원)",900
695,181,61,앤틱 블랙 실버,500
696,181,61,기본 화이트 실버,0
697,182,61,뒷면 안할래요~,600
698,182,61,"뒷면 문구각인 (+5,000원)",300
699,182,61,"뒷면 지문각인 (+10,000원)",0
700,183,61,해당없음,500
701,183,61,빈티지타이프,500
702,183,61,귀염귀염,400
703,183,61,손글씨체,400
704,183,61,클래식명조,700
705,183,61,필기체(영문만가능),300
706,184,62,피치 핑크,500
707,184,62,레드,700
708,185,62,기본 리본 타입,200
709,185,62,"프리미엄 리본 타입 (+2,000원)",0
710,186,62,선택없음,700
711,186,62,정사각스티커서비스요청사항에 적어주세요,800
712,187,63,12개 기본포장,400
713,187,63,"12개 선물포장 (+2,000원)",200
714,188,63,핑크 무궁화,900
715,188,63,핑크감귤,300
