review_id,order_detail_id,user_id,product_id,review_content,review_date,review_rate
14,14,4400,2,"재구매했는데 이번에도 너무 너무 만족스러워요ㅠㅠㅠ
선물용이었는데 받으시는 분이 정말 좋아하셨습니다:) 문의도 친절하게 받아주시구 감사해욥!!!
이거 살지말지 고민할 필요 없어요 진짜.....그냥 실물이 ㄹㅇ 깡패😭",2021-02-04,50
15,15,4401,2,"남편 거, 제 거 샀다가 넘 좋아서
중2병 아들 거 까지
마련했어요~
감사히 쓰겠습니다^^",2021-02-04,50
16,16,4402,2,이제 세상으로 나가는 아이들에게 선물해서 너무 좋습니다 받은 아이들도 너무 행복해 했습니다!,2021-02-03,50
17,17,4403,2,너무 예뻐요. 한자 폰트 예뻐서 각인신청했더니 멋진 책갈피가 왔어요. 종이에 끼면 나무 책갈피라 무거울 줄 알았는데 전혀 그렇지 않았어요!,2021-02-01,50
18,18,4404,2,생각보다 더 더 귀엽고 예뻐요 선물용으로 두개 샀는데 하나는 제가 갖고 싶을정도..꾹 참고 제껀 따로 주문해야겠어요!!선물포장도 깔끔하니 예쁘고 아주 아주 마음에 듭니다!받는 분들도 좋아하실거 같아 빨리 전해주고 싶네요,2021-01-29,50
19,19,4405,2,"주문 문의 드릴때 이것저것 질문도 많이했는데 친절히 답변해주셔서 너무너무 감사드랴요ㅠㅠ
팀원들한테 선물 주려고 준비한거였는데
다들 너무나 마음에 들어했어요ㅠㅠ
다음에 또 주문할게요 감사합니다🙏🏻",2021-01-28,50
20,20,4406,2,작가님께 이것 저것 요청사항도 드리고 질문도 많이 했는데 빠르고 친절하게 응대해주셔서 매우 만족스러운 선물이 될 것 같습니다. 문구도 아주 선명하게 각인이 잘 되어 있고 포장도 예뻐서 추가로 선물 구매할 계획입니다. 제작 상품이지만 배송도 빠른편이라 더 좋아요!,2021-01-28,50
21,21,4407,3,진짜 너무 예뻐요!,2021-02-17,50
22,22,4408,3,별 10개는 주고 싶은 귀걸이ㅠㅠ♥︎♥︎♥︎♥︎ 너무 예뻐요ㅠ 배송도 빠르고 서비스도 좋아요~! ,2021-02-16,50
23,23,4409,3,"진짜 너무 이뻐요ㅠㅠ
선물용이라 착용해볼 수 없는게 아쉽네요ㅠㅠ
진짜 너무 영롱하고 이쁩니다ㅠㅠ",2021-02-08,50
24,24,4410,3,진짜 너무 예쁘고 사진 그대로 후회안합니다!!,2021-02-05,50
25,25,4411,3,"완전 이뻐요!! 
후기가 높은 이유를 알겠어요~~ㅎㅎㅎ 
착용도 해봤는데 진짜 여신귀걸이 ㅎㅎ",2021-02-04,45
26,26,4412,3,"사진만큼 실물도 예뻐요🥰 예쁜 엽서와 서비스도 감사합니다😊😊
언제 어디서나 행복하세요 디에스타 :)",2021-02-01,50
27,27,4413,3,"메인 사진에선 (가로 일직선으로 봤을때, 제가찍은 사진마냥 뒀을 때) 귀에 거는곳 바로밑에 달모양 장식이 있어서 체인이 이쁜 모양< ) >으로 늘어져 있는데 실모양은 귀이 거는곳에서 장식 한개 너비만큼 떨어져있네요.. 그래서 체인이 이쁜모양< ) >으로 안떨어지고 < u > 이렇게 체인이 좀 좁게(?) 떨어지네요.. 살짝...아쉽긴한디..
다른 후기사진 꼼꼼히 안본제탓이쥬뭐....... 
디자인 자체는 신박해서 이뻐요",2021-01-30,45
28,28,4414,3,"사진보다 실물이 훨 예쁜데 왜 다 안담기지ㅜㅜㅜ
실물이 훨훨 예뻐요! 확실히 포인트도 되고
기분전환도 되서 구매한거 완전 만족 !
배송도 오래 기다릴줄 알았는데 그것도 아니었어요!
넘나 예뻐요 다른제품 구경하러 갑니당 💕👍🏻",2021-01-30,50
29,29,4415,3,"골드가 짧다는게 무슨 의미인지 몰랐는데 중간의 고리가 짜지더라구요!! ㅎㅎ 
조심해서 이쁘게 잘 끼고 다니겠슴다🎀",2021-01-27,45
30,30,4416,3,"엄청예뻐요..배송도빠르고
역시 작가님들의솜씨 알아줘야겠네요.
예쁜귀걸이도 보내주시고..감사합니다.
대박나셔요.~^^~",2021-01-23,50
31,31,4417,4,"얇고망가질거같다는 후기 보고 취소해야하나 고민했는데 막상 도착해서 실물을 보니 좋아요
딸이 2명이라 3개 구입했는데 애들도 이쁘다고 좋아해요~~",2021-02-20,50
32,32,4418,4,"너무 예쁩니다 ㅠㅠ
평생 쓸거에여❤
보석장식 견고하게 부탁드렸더니
아주 견고하게 부착되어 왔어요
감사합니다!",2021-02-05,50
33,33,4419,4,"디자인이 너무 맘에들어요!
근데 재질 특성상 아주 오래는 못들고다닐거 같긴해요
망가지면 재구매 의사 있습니다",2020-12-24,45
34,34,4420,4,수리 사항을 빠르게 대처해주셔서 감사합니다! 가죽 재질이 굉장히 독특해서 신기하고 마음에 들어요. 종이같기도 하고 가죽같기도 한게 계속 만지작 거리게 되는 매력적인 감촉이네요ㅋㅋ 디자인도 정말 예쁘고 튼튼해요. 잘 쓰겠습니다. 많이 파세요~~!,2020-12-05,50
35,35,4421,4,"실물이 더 예뻐요.. 키링까지 추가한 저를 칭찬합니다ㅠㅠ
멋진 지갑 만들어 주셔서 감사합니다🥰🥰",2020-09-13,50
36,36,4422,4,"넘나앙증맞네여♡
잘사용하겠습니당~~~^^",2020-09-11,50
37,37,4423,4,"예뻐요 내구성도 튼튼하구요
명함지갑용으로 샀는데 비즈니스용이라기엔 넘 화려해서 그렇게는 못 쓰고 그냥 지갑으로 써요",2020-09-10,50
38,38,4424,4,두 색깔 고민하다가 주문했는데 실물이 훨씬 이뻐요 ㅎㅎ잘쓸게요!,2020-07-13,50
39,39,4425,4,"친구 생일선물로 주문했어요 퍼플 오렌지이구요
사진과 흡사한 모습입니다. 생각보다 작아서 너무 좋았구요 요즘 카드지갑 그런 사이즈예요:) 가볍고 물티슈로 슥슥 뭐 닦기도 쉬운 재질같아요 친구가 너무 좋아해서 뿌듯합니당. 판매자님께 부탁해서 원하는 날에도 잘 받아보았어요. 가격대비 만족스럽구 저도 다른 색상으로 사고싶을정도입니다. 많이파세요",2020-07-05,50
40,40,4426,4,"지갑이 너무 예뻐요.....!!!!!!
아이디어스에서 처음 구매하는데
너무 만족 스럽네효 !!!ㅎㅎ",2020-06-23,50
41,41,4427,5,너무예쁩니다♡♡♡,2021-02-19,50
42,42,4428,5,"진짜진짜 대존예에요.
풀세트로 사니까 30900원인데 진심 가격값해요.
항상 카드를 2~3장씩 들고다녀야해서 몇년째 가죽포켓케이스 끼고다녔는데 이렇게 예쁘고 실용성있는 케이스 발견해서 너무 좋아요ㅠㅠㅠㅠㅠ
색상도 다 예쁘고 글씨도 예뻐요
색상 선택하느라 오래걸렸어요ㅋㅋ 
어쩜 색상 전부 예쁠수가있죠???케이스 때타면 이제품 다른색상으로 사려구요ㅠㅠ넘 맘에들어요
아 근데 4번 폰트는 소문자가 훨씬 예쁘네요. 그건 좀 후회,, 소문자로 신청할걸
",2021-02-18,50
43,43,4429,5,"작가님도 엄청 친절하시구 
케이스 너무 예뽀요 ˃̣̣̣̣̣̣︿˂̣̣̣̣̣̣  💗 담엔 보라색 살꾸애옹 
감사합니당 *⁎꒰◍ˊ◡ˋ꒱੭ु⁾⁾🌷",2021-02-08,50
44,44,4430,5,색상이 살~짝 노란끼있는 베이비핑크라서 좋았어요! 이뻐요,2021-01-21,50
45,45,4431,5,"미국에 있는 신랑 조카에게 선물하려 샀는데
너무 좋아하네요❤️",2021-01-19,50
46,46,4432,5,"폭설까지 겹쳐서 배송은 좀 늦었지만 
새로 산 아이폰12프로맥스 골드에 색깔이 아주 찰떡이네요!!!😍
아가들 이름 넣어서 제작했어요 이쁘게 만들어 주셔서 감사합니다👏",2021-01-13,50
47,47,4433,5,"예뻐요~~
가격에서 엄청 고민했지만...이것뿐이 눈에 안들어 오더라구요~~예쁘게 잘사용할께요^^",2021-01-12,45
48,48,4434,5,기다린 보람이 있어요~^^ 넘 이뻐요 ^^ ,2021-01-12,50
49,49,4435,5,"오자마자 포켓이랑 그립톡 딱 붙혀놨어요! 너무 만족합니다!
뭔가 허전했던 제 핸드폰케이스에 포인트가 됐달까요??
배송은 연말,신정,주말이 꼈다보니 오래걸릴 걸 알면서도 작가님께 닦달했는데 너무 죄송할다름이에요ㅠㅠ 받자마자 만족만족만족!
판매자님 감사합니다💜",2021-01-11,50
50,50,4436,5,"너무 예뻐요><
케이스보더니 다들 너무 예쁘다고
어디서 산거냐고 물어봐용ㅋㅋㅋ
",2021-01-07,50
51,51,4437,6,원하는 날에 딱! 받았어요 주문제작 케이크는 맛 보다 눈으로 보는거라 생각했는데 진짜 너무 맛있어서 남김 없이 다 먹었어요 ㅎㅎ 감사합니댜,2021-02-20,50
52,52,4438,6,"결혼기념일 2주년으로 주문했는데 제가 레터링 케이크도 처음이고 마카롱 케이크도 처음 주문한건데 작가님이 너무 이쁘게 신속히 해주셔서 완벽하게 보냈습니다~~☺️☺️ 
이제 케이크는 작가님것만 주문할래요ㅎㅎ 남편 생일이 다음달인데 또 주문할게용 기다려주세용❤️ㅎㅎ",2021-02-20,50
53,53,4439,6,"딱 배송일 맞게 잘왔구 너무 귀여워요 ㅠㅠ 
맛도 너무 달지 않고 적당해서 좋았습니다!",2021-02-19,50
54,54,4440,6,택배오는동안 무너지면 어쩔까 전전긍긍했는데 포장 진짜 꼼꼼하게 해주셔서 그런 일 전혀 없었어요ㅜ 진짜 마카롱 케익을 지키기 위한 치열한 포장속 좋은 향기와 함께 등장한 귀요운 마카롱케익 ㅜ 친구가 완전 좋아할것같아요ㅠ 감사합니다❤️,2021-02-18,50
55,55,4441,6,"오래된 친군데 이런 선물은 처음 해봤어요,, 넘 좋아했습니다 ㅎㅎ 두번만에 다먹었다니 맛있었겠죠?! 😁 감사합니당",2021-02-18,50
56,56,4442,6,"급하게 주문했는데 요청사항도 들어주시고 배송도 딱 맞게 보내주셔서 감사합니다
맛도 있고 너무 이뻐요",2021-02-18,50
57,57,4443,6,아빠가 넘넘 좋아하셨어용 ㅎㅎㅎㅎ 예쁘게 만들어주셔서 감사합니다❤️ 날짜도 딱맞춰오고 좋았어용 감사합니다 :),2021-02-17,50
58,58,4444,6,아빠꺼 주문했다가 넘 예뻐서 친구꺼까지 예쁘게 잘했어용 ㅎㅎㅎㅎ 배송도 딱 맞춰서 오고ㅠㅠ 넘 기분 좋네용  💜 또 사러올게용ㅎㅎ,2021-02-17,50
59,59,4445,6,"예상일보다 빠르게 왔고 생각보다 더 대박이였어요
맛도 대박 다음에 또 시킬깨요",2021-02-16,50
60,60,4446,6,"남자친구 이름 부분만 가렸는데
정말 너무너무 예뻤고
발렌타인데이 기념으로 준건데 남자친구가 너무 조아했어요
맛도 맛있다고 하네요!! 다음에 기회되면 또 시키려구요 ㅎㅎ",2021-02-15,50
61,61,4447,7,"구매 후기에 다들 가방 향기가 너무 좋다 그래서 포장 뜯자마자 코부터 갖다댔는데ㅜㅜㅜ정말 좋네요 ㅠㅠㅠㅠㅠ
재질도 좋고 생각한것보다 더 튼튼해보여서 좋아요!
남자친구도 같이 보고 너무 좋아보인다고 부러워하는거 커플로 살걸 그랬나봐요 ㅎㅎㅎㅎㅎ
예쁘게 잘 쓸게요~~",2021-02-18,50
62,62,4448,7,"오 이거 색이 너무 취저에요

사실 넘 어두울까봐 고민했는데...

아이 기저귀 물티슈 보온병 다챙겨도 남고 

섹션 구분되있어서 넘 좋아요

",2021-02-17,50
63,63,4449,7,"후기 진짜 잘 안쓰는데 너무 감동이에요 ㅠㅠ 진짜로 포장 뜯을때부터 제가 쓰려고 산건데 선물받은 기분이구,,, 박스도 예쁘고 딱 열었을때 진짜 예뻐요 사이즈도 적당하고! 다른분들 말씀하신것처럼 냄새가 진짜 좋네요 약간 튤립냄새? 하나하나 신경쓰신게 느껴져요 ㅎㅎㅎ 잘쓸게요 작가님!",2021-02-09,50
64,64,4450,7,와 너무 이뻐요ㅠㅠ계속 고민하다가 후기 믿고 샀는데 가방에서 좋은 냄새도 나고 완전 만족합니당😆,2021-02-06,50
65,65,4451,7,예뻐요! 대학생 된 새내기 동생 선물로 구매햇는데여! 동생이 너무 좋아해요 ㅎㅎㅎ 안에 수납공간도 많아서 좋네요 ㅎㅎ 그리고 재질이 일반 에코백이 아니에요! :) 진짜 몬가 고급스러워요! 잘 샀다는 생각 너무 들구 ㅎㅎ 곧 저도 하나 더 주문할 예정입니다! 사진에서는 좀 구겨졌지만 쓰다보면 펴지겠죠? ㅋㅋㅋ,2021-02-03,50
66,66,4452,7,"배송지를 잘못 입력하는 바람에 늦게 받았지만ㅠㅠ 기다린 보람이 있어요! 가방은 가볍고 제가 딱 원하던 크기인 데다가, 두꺼운 코트 입고 걸쳐도 불편하지가 않아서 좋네요!",2021-01-23,50
67,67,4453,7,아기 기저귀 가방으로요ㅎ,2021-01-20,50
68,68,4454,7,"제가 생각했던 원단이랑 느낌이 다르긴 했는데,
수납공간 많아서 적당한거 같아요!
이런 가방 사려고 했었는데 만족합니다 ㅎㅎ",2021-01-16,50
69,69,4455,7,"
디자인 깔끔하면서 크기도 적지아니하며 수납도 되고, 때론 노트북도 넣고 다니며 편안하게 들고 다닐 수 있는 에코백을 많이 찾아보았는데, 딱 마음에 들더라고요!
에코백 치고 가격은 조금 있는 편이라 몇 번 생각해보고 주문하였는데 받고 나서 실제로 보니 너무 마음에 들었어요!
키가 조금 큰편이라 너무 작은 사이즈는 싫은데, 사이즈 또한 이것저것 많이 가지고 다니는 저에겐 딱이네요!!
포장도 깔끔하고 이쁘게 와서 기분이 좋았어요 ~ :)",2021-01-15,50
70,70,4456,7,아주 잘 들고 다니고 있어요,2021-01-13,50
71,71,4457,8,하트쉐이커 키링 주문했는데 너무 마음에들어요 💙💙 이것저것 요구사항이 많았는데도 친절하게 응대해주시고 또 손편지도 감사합니다 ❣️ 진짜 후기말대로 하트쉐이커 맛집이네용 😍😍 갓그리톡 ! 다음에는 그립톡 주문하러올게요 작가님 🤍❣️,2021-02-19,50
72,72,4458,8,"메인 이미지에서 빨강 젤리곰 넣고, 워터 빼달라고 했어요.
결과는 대만족 ㅠ^ㅠ
사장님 사는 동안 마니 버세여
완죠니 이뻐요

구런뎅,, 딸램쓰가 밟아서 그립톡 고무가 한쪽 찢어졌어용
어설프게 고정은 되는디 이러다 폰 떨굴까 걱정ㅠㅠㅠㅜㅠ
어떠카지 어떠카지 고민하다 걍 액정보험에 가입 했슴미다^^
몰라여 머 어뜨케 되겠져 깔깔깔

하여튼 그립톡은 이뻐영 꺄르르",2021-02-17,50
73,73,4459,8,연코랄 그립톡 시켰는데 너무 맘에 들어요!! 제가 딱 생각한 그대로입니다ㅜㅜ 손편지도 들어가 있구 제가 제일 좋아하는 젤리도 주셔서 진짜 감동 1000배였어요❤️ 잘 쓰겠습니다 감사합니당❤️❤️,2021-02-10,50
74,74,4460,8,"1번째사진은 자연광이구 2번째사진은 어두운 실내 사진이예요!(모두 무보정) 저는 레드,핑크, 투명으로 했고, 배송은 생각보다 빨리 왔어요ㅎㅎ 그립톡 소리나는게 싫어서 워터로 했는데 안에 비즈(?)들이 꽉꽉 차있고, 말씀 안드렸는데 속으로 달모양비즈가 예뻐보였는데 넣어주셨더라구요!!(행복) 고냥 넘 예뿜니다!!!",2021-02-10,50
75,75,4461,8,"너무 예뻐요.... 자꾸 핸드폰 뒤집어놓고 감상하는중입니다ㅋㅋ 
다른 그립톡보다는 크고 도톰하긴한데,
 저는 도톰한게 더 느낌있고 예쁜거같아요 !",2021-02-09,50
76,76,4462,8,"친구 선물로 구매했는데 제가 생각하던 이미지 그대로 제작해주셨어요ㅠㅠ 친구도 좋아해서 기분좋네욤ㅎㅎㅎㅎ
고민하시는 분들은 바로 구매하셔도 후회없을 것 같아요~~!
제작도 배송도 빨라서 더더 만족입니닷",2021-02-09,50
77,77,4463,8,"작가님이 만들어주신 하트는 마음에 들고 고퀄리티인데,,
그립톡이 뭔가 부서질것같은 부실함이 ㅠㅠ... 조금 아쉽네요.. 그래도 하트는 예뻐요",2021-02-07,35
78,78,4464,8,작가님께 요청드린 그대로 맘에 쏙 들게 나왔어요~ 상큼하니 볼때마다 기분이 좋아요🤩 다음번엔 쉐이커로! 재구매의사 뿜뿜입니다ㅎㅎ 너무너무 예쁘고 영롱해서 쓰기 아까워요ㅠㅠ,2021-02-06,50
79,79,4465,8,"정말 이쁘지만 기능적 측면에서는..
그치만 짱 이쁩니다! ",2021-02-05,40
80,80,4466,8,"일주일? 정도 걸려서 받은 것 같아요!
원하는걸 세세히 말씀드렸는데 상상한 것처럼 영롱하고 너무 예뻐요~! 
하나만 주문했는데 두개나 와서 놀랐는데
기포가 생겨서 다시 만들어 주셨나봐요ㅜㅠㅜ❤
저는 워터를 넣지 않고 그냥 쉐이커로 주문했는데
친절히 하나는 워터 쉐이커로 해주셨어요..!!
근데 진짜 둘 다 너무 예뻐요ㅠㅠㅠ
기포가 생긴 부분은 스티커로 살짝 가려주니 감쪽같아요ㅎㅎ
선물용으로 또 주문하러 올게요!!
감사합니다❤",2021-02-04,50
81,81,4467,9,"아주 만족스러워요..넘 귀엽고 깜찍해요..
무선이어폰 파우치 찾던중 정말 딱인 아이예요..
",2020-10-20,50
82,82,4468,9,맘에 들어요~~배송이 지연되어 불안 했지만 그래도 너무 만족합니다 보통 삼김에 이어서 왕사이즈로도 시켰어요!,2020-10-10,50
83,83,4469,9,간장맛이라니 너무 귀여운거 아닙니까여ㅜㅜㅜ같이 구매한 하얀 삼김지갑이랑 번갈아 써야겠어요 짱귀ㅜㅜ ㅜㅠㅠㅠ,2020-09-22,50
84,84,4470,9,키홀더 동전지갑으로 넘 이뻐요~,2020-09-02,50
85,85,4471,9,생각보다 커서 깜짝 놀랬지만 그래도 귀엽 ㅠ,2020-09-01,50
86,86,4472,9,감촉도 완전 좋고 완전 귀여워요ㅠㅠ 때탈까봐 간장색 산건데 후회 절대 없습니당!! 간장색만의 매력에 빠져버렸어요..☺ 일반사이즈샀는데 생각보다 뭐가 많이 들어가서 놀랬어요!! 작가님 적게 일하시구 많이 버세용..!!,2020-07-17,50
87,87,4473,9,"귀여워용ㅋㅋㅋ 출퇴근 할때 들고 다녀요
음료수 흘려서 세탁했더니 뭉치긴 했지만 그래도 귀엽네요ㅎㅎ
",2020-05-03,50
88,88,4474,9,넘 귀여움.. 보고만 있어도 힐링.. 소확행 또 발견..,2020-03-13,50
89,89,4475,9,"아 너무 너무 귀여워요 보자마자 이건 사야겠군 하면서 고민없이 주문해버렸는데 실물도 폭풍깜찍해요... 간장맛이라니...! 그냥 흰색 삼각김밥에 비해 때 타도 티도 안나고 간장맛이란 이름이 붙은 것도 그냥 귀여움 그 자체... 작아서 카드 뺄 때 불편하면 어쩌나 했는데 생각보다 커요 손바닥 다 덮는 크기? 카드는 가로로 넣든 세로로 넣든 넉넉하게 들어가서 지폐,동전까지 여유롭게 들어갑니다 지퍼도 튼튼하고 너무 마음에 들어요 날 더워지기 전에 매일 들고 다닐 거예요ㅠㅠ",2020-03-12,50
90,90,4476,9,전 지갑으로 쓰고있는데 꺼낼때마다 깜찍해서 만족합니다ㅎ 나중에 나올 다른 작품들도 기대되네요,2020-03-09,50
91,91,4477,10,"깔끔하고예뻐요'-' 뇌물들이너무마니와서 안쓸수가없게~~ 
귀여운그림들 그려논것같이 유니크하고 센스있어요 
좀느렸지만 잘쓰겠습미다",2021-02-19,50
92,92,4478,10,조녜탱입니다 !! 완죤 만족햐여 !,2021-02-19,50
93,93,4479,10,"와 실물이 훨씬 예쁘네요!!
너무 너무 마음에 들어요~~
선물도 보내주시고 감사합니다~~",2021-02-19,50
94,94,4480,10,"배송이 설 껴서 그렇기도했지만 좀 느렸어요,,
노ㅣ물까지 잘 받아서 마음이 사르르^_^
케이스 실제가 더 ㅇㅖ뻐요!! 고민하다가 샀는데
잘한 결정이네용ㅋㅋㅋㅋ",2021-02-19,50
95,95,4481,10,"넘 예빠여ㅠㅠ
포장도 너무 정성스럽게 하신 게 느껴집니다
아이디어스 첫 구매인데 넘 만족스라으ㅜ여 
감사합니당",2021-02-18,50
96,96,4482,10,"실물이훨씬이쁘네요 ㅎㅎ
제이름으로 문구넣으니 더욱더 귀여운듯 ㅎㅎ
갤20핑크는 후기가없는거같아 이렇게올립니다
꽃이 튼튼히잘붙어있음좋겠네용",2021-02-18,50
97,97,4483,10,"예쁘고 귀엽고 플립에 너무 찰떡이에요 😭
다만 사이즈가 좀 안맞는지 펼쳤을때 미세하게 덜 펴져서 
한번 더 펴줘야해요!! 
잘 쓰겠습니당~~ ",2021-02-18,50
98,98,4484,10,설연휴도 있고 하여 배송은 엄청 오래 걸렸지만 맘에 들어요~ 하드케이스는 처음이라 그런지 부러질까 염려되더라고요~ 끼면 빼기가 쉽지 않지만 잘 안빠져야 딱 맞는거겠죠~ 넘 이쁘고 맘에 들어요 ^^ 잘 사용할게요~,2021-02-16,50
99,99,4485,10,"정말 귀여워요~지금까지 구매했더 케이스 중 가장 만족합니다!!!
블랙으로 했고요. 제트플립 케이스가 많이 없었는데 이렇게 맘에 쏙 드는 케이스 구매할 수 있어 좋구요. 이름까지 넣을 수 있어 더 특별해요
잘 사용할께요~감사합니다^^
사은품도 넘 잘받았습니다~",2021-02-16,50
100,100,4486,10,"생각했던대로 아기자기하고 너무 예쁩니다❤️
서비스라 쓰고 뇌물이라 읽는 에어팟 케이스도 잘 쓸게요 ㅋㅋㅋㅋ
많이 파세요!😃",2021-02-16,50
101,101,4487,11,할인하길래 쟁여둠.맛있어요.,2021-02-19,50
102,102,4488,11,"진짜진짜 맛있어요!!! 원래 짜고 자극적인거 피하려고 그냥 소세지들 잘 안먹는편인데, 특히 먹고나서 인위적인 느낌이 싫어서요! 도착하자마자 구워먹었는데 담백하고 육즙 좔좔에 인위적인맛도 전혀 없어요! 짜다는 후기를 봤는데 제가 제 주변에서 제일 싱겁게 먹는 편인데도 짠건 아예 못느꼈어요.(케찹없이 소세지만 먹음) 지인짜 맛있네요. 다먹으면 또 주문할게요. 하나만 먹으려했는데 한팩 다먹는거 순식간 ㅜㅜ♥",2021-02-19,50
103,103,4489,11,"너무너무너무 맛있어요bb
생소시지는 처음 먹어보는데 시중에 파는 프랑크 소시지 맛은 아니고 맛있는 수제 떡갈비 맛이 나네요. 시중 소시지보다 덜 짜고 더 맛있고 더 싸고!
4팩 시켰는데 더 시킬 걸 그랬어요ㅎㅎㅎ",2021-02-19,50
104,104,4490,11,"가격도 착하고 맛있어요💕
수제 소세지 좋아라 하는데 소세지에서 달달한 맛이나요 🤗",2021-02-19,50
105,105,4491,11,설날에 가족과 함께 먹으려고 구매 했어요 다들 맛있다고 좋아했습니다 감사해요 ,2021-02-18,50
106,106,4492,11,올ㅎ양은 좀 작지만 맛나네요~~~~,2021-02-18,50
107,107,4493,11,너무 짜지 않고 밥이랑 먹으면 딱 좋아요 진짜 맛있어요 ㅋㅋ 아빠가 육즙이 살아있다고 엄청 잘 드셨어요 bb 재구매 의사 100%입니다,2021-02-18,50
108,108,4494,11,,2021-02-18,35
109,109,4495,11,맛있어요.  5팩 사서 한팩 구워 먹고 냉동실행~ 반찬 없을때 슬며시 꺼내먹으려고요.,2021-02-18,50
110,110,4496,11,"냉장고에 쟁여 두면 든든합니다.
감사합니다.
잘 먹겠습니다.^^",2021-02-18,50
111,111,4497,12,도토리묵이 조금 썼지만  백김치 아삭아삭 시원하고 알감자도 맛있었구요  대체로 간도 적당하고 신선했어요^^,2021-02-20,50
112,112,4498,12,간도 적당하고 음식이 정말 신선해요! 근데 전자레인지 용기라 통이 워낙 단단하고 뚜껑에 손잡이(?)가 너무 작아서 뚜껑 열기가 힘들어요 어떤건 잘 열리는데 순대볶음은 뚜껑열다가 손톱 부러졌어요🥲ㅎㅎ 재주문의사 있습니다:],2021-02-19,50
113,113,4499,12,저도 먹고 친정부모님께도 보내드렸어요,2021-02-17,50
114,114,4500,12,도토리묵 써요..,2021-02-17,40
115,115,4501,12,도토리묵이 좀 써요ㅠ,2021-02-17,40
116,116,4502,12, 주소를 본가로 잘못보내서 몇가지못먹긴했는데 맛있게먹었어요 ㅋㅋ 감사합니다,2021-02-17,50
117,117,4503,12,"반찬 맛있었어요 ㅎㅎ
또 구매할수있으면 좋겠습니다 ^^",2021-02-17,50
118,118,4504,12,,2021-02-17,40
119,119,4505,12,말해뭐해 자취생이 밥먹을때 줏어먹기에 최고 경기도 오전배송 최고 (˃̶͈̀o˂̶͈́),2021-02-17,50
120,120,4506,12,나름 잘 먹었습니다,2021-02-16,35
121,121,4507,13,포장깔끔하고 좋은데 고기가 생각보다 적게들어있어요ㅠㅠ 복불복인가여ㅠㅠ,2021-02-20,50
122,122,4508,13,넘 맛나요 간이 좀 센것 같긴하지만 내용물이 그만큼 실해요 완전 강추합니다 ,2021-02-20,50
123,123,4509,13,건더기도 많았고 국물은 얼큰한 편입니다. 제 입에는 약간 매운 느낌이었지만 한끼 국꺼리로 좋네요.,2021-02-20,50
124,124,4510,13,"짱맛있어요!
입점 할인가에 두팩샀는데 쟁여놀라고 사러들어왔더니 가격이 올랐네요 ㅠㅠㅠ아쉽 ㅠㅠ",2021-02-19,50
125,125,4511,13,완전 맛있어요! 대박,2021-02-19,50
